,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Samburu - Kaöb Remix,0.699,0.599,10.0,-10.717,1.0,0.0654,0.0196,0.821,0.104,0.196,114.0,audio_features,3NGIr7P3g1jsQAaG9UaqEB,spotify:track:3NGIr7P3g1jsQAaG9UaqEB,https://api.spotify.com/v1/tracks/3NGIr7P3g1jsQAaG9UaqEB,https://api.spotify.com/v1/audio-analysis/3NGIr7P3g1jsQAaG9UaqEB,461053.0,4.0
Tucume,0.785,0.662,7.0,-12.568,1.0,0.0415,0.0791,0.924,0.11,0.0969,118.011,audio_features,6tz8g7XYQKaiUAz8OgcdMu,spotify:track:6tz8g7XYQKaiUAz8OgcdMu,https://api.spotify.com/v1/tracks/6tz8g7XYQKaiUAz8OgcdMu,https://api.spotify.com/v1/audio-analysis/6tz8g7XYQKaiUAz8OgcdMu,330000.0,4.0
Beneath the Surface,0.614,0.278,0.0,-8.975,1.0,0.0333,0.416,0.000755,0.092,0.0598,144.218,audio_features,1DtBbY0U89jAoJSqNxFS9x,spotify:track:1DtBbY0U89jAoJSqNxFS9x,https://api.spotify.com/v1/tracks/1DtBbY0U89jAoJSqNxFS9x,https://api.spotify.com/v1/audio-analysis/1DtBbY0U89jAoJSqNxFS9x,213813.0,4.0
Akaal,0.596,0.264,1.0,-16.659,1.0,0.0264,0.921,0.296,0.208,0.443,103.995,audio_features,7ehIxbkcQjTjpi061mbYxQ,spotify:track:7ehIxbkcQjTjpi061mbYxQ,https://api.spotify.com/v1/tracks/7ehIxbkcQjTjpi061mbYxQ,https://api.spotify.com/v1/audio-analysis/7ehIxbkcQjTjpi061mbYxQ,531520.0,4.0
Cleopatra,,,,,,,,,,,,,,,,,,
Dhadkan,0.538,0.531,7.0,-10.272,0.0,0.0404,0.425,0.151,0.11,0.349,171.977,audio_features,6X4EnBqXIvB9ph7uPQ5PGo,spotify:track:6X4EnBqXIvB9ph7uPQ5PGo,https://api.spotify.com/v1/tracks/6X4EnBqXIvB9ph7uPQ5PGo,https://api.spotify.com/v1/audio-analysis/6X4EnBqXIvB9ph7uPQ5PGo,276991.0,4.0
Three Four Shut the Door,0.504,0.471,10.0,-17.846,1.0,0.0988,0.106,4.32e-05,0.0627,0.81,172.989,audio_features,7xHwVZb0gNXe0OniVaTKXl,spotify:track:7xHwVZb0gNXe0OniVaTKXl,https://api.spotify.com/v1/tracks/7xHwVZb0gNXe0OniVaTKXl,https://api.spotify.com/v1/audio-analysis/7xHwVZb0gNXe0OniVaTKXl,59747.0,3.0
Guitarist Painting,0.556,0.231,4.0,-20.109,0.0,0.0636,0.464,0.651,0.169,0.131,120.001,audio_features,4kARqgHVelEAz132qozCW1,spotify:track:4kARqgHVelEAz132qozCW1,https://api.spotify.com/v1/tracks/4kARqgHVelEAz132qozCW1,https://api.spotify.com/v1/audio-analysis/4kARqgHVelEAz132qozCW1,64173.0,4.0
Hanuman Chalisa,0.549,0.832,1.0,-5.358,1.0,0.0651,0.0523,2.59e-06,0.142,0.568,169.99,audio_features,19S1HQ1WxM6CQOuR8JzCMb,spotify:track:19S1HQ1WxM6CQOuR8JzCMb,https://api.spotify.com/v1/tracks/19S1HQ1WxM6CQOuR8JzCMb,https://api.spotify.com/v1/audio-analysis/19S1HQ1WxM6CQOuR8JzCMb,420000.0,4.0
Apricity,0.872,0.39,2.0,-12.887,1.0,0.0561,0.561,0.518,0.102,0.604,119.995,audio_features,5KgYzCO0haMpS6oHVovX7T,spotify:track:5KgYzCO0haMpS6oHVovX7T,https://api.spotify.com/v1/tracks/5KgYzCO0haMpS6oHVovX7T,https://api.spotify.com/v1/audio-analysis/5KgYzCO0haMpS6oHVovX7T,210000.0,4.0
Dark Days,0.604,0.655,9.0,-7.088,1.0,0.0273,0.109,0.0019,0.125,0.59,115.038,audio_features,7LZN7FkxHZk6maiN6NdI2i,spotify:track:7LZN7FkxHZk6maiN6NdI2i,https://api.spotify.com/v1/tracks/7LZN7FkxHZk6maiN6NdI2i,https://api.spotify.com/v1/audio-analysis/7LZN7FkxHZk6maiN6NdI2i,180413.0,4.0
Exilés,0.164,0.176,2.0,-23.293,1.0,0.037,0.92,0.826,0.0753,0.0341,129.712,audio_features,1jF7j3k8dWuaOZieQTPOdU,spotify:track:1jF7j3k8dWuaOZieQTPOdU,https://api.spotify.com/v1/tracks/1jF7j3k8dWuaOZieQTPOdU,https://api.spotify.com/v1/audio-analysis/1jF7j3k8dWuaOZieQTPOdU,110472.0,4.0
Particles,0.262,0.0589,8.0,-16.569,1.0,0.0357,0.964,0.000934,0.105,0.0677,182.64,audio_features,6bcjo4kEC3bS46YbKjdywg,spotify:track:6bcjo4kEC3bS46YbKjdywg,https://api.spotify.com/v1/tracks/6bcjo4kEC3bS46YbKjdywg,https://api.spotify.com/v1/audio-analysis/6bcjo4kEC3bS46YbKjdywg,238707.0,3.0
Cosmic Connection - Original Mix,0.701,0.531,1.0,-8.949,1.0,0.0393,0.0109,0.854,0.0946,0.0512,95.008,audio_features,181hezr5VxADbAFCuvgz2B,spotify:track:181hezr5VxADbAFCuvgz2B,https://api.spotify.com/v1/tracks/181hezr5VxADbAFCuvgz2B,https://api.spotify.com/v1/audio-analysis/181hezr5VxADbAFCuvgz2B,371250.0,4.0
All Systems Are Operational - Original Mix,0.729,0.512,0.0,-16.436,1.0,0.0452,0.0164,0.83,0.321,0.0668,108.009,audio_features,1LwL3iTLqV32JxU79MwoMp,spotify:track:1LwL3iTLqV32JxU79MwoMp,https://api.spotify.com/v1/tracks/1LwL3iTLqV32JxU79MwoMp,https://api.spotify.com/v1/audio-analysis/1LwL3iTLqV32JxU79MwoMp,510000.0,4.0
Uratu to Ubud,0.654,0.227,9.0,-20.059,1.0,0.0368,0.758,0.891,0.0871,0.279,96.997,audio_features,4RIpKO1g77cdsDtGa5gepd,spotify:track:4RIpKO1g77cdsDtGa5gepd,https://api.spotify.com/v1/tracks/4RIpKO1g77cdsDtGa5gepd,https://api.spotify.com/v1/audio-analysis/4RIpKO1g77cdsDtGa5gepd,430800.0,4.0
Manipura,0.157,0.233,5.0,-14.725,0.0,0.0403,0.888,0.902,0.111,0.038,133.952,audio_features,1Cp9QNqTfWAFy4dr0y61Dg,spotify:track:1Cp9QNqTfWAFy4dr0y61Dg,https://api.spotify.com/v1/tracks/1Cp9QNqTfWAFy4dr0y61Dg,https://api.spotify.com/v1/audio-analysis/1Cp9QNqTfWAFy4dr0y61Dg,356364.0,4.0
In a Place of Flowers,,,,,,,,,,,,,,,,,,
Rush,0.481,0.701,1.0,-7.645,0.0,0.0381,0.0112,0.000461,0.198,0.129,171.954,audio_features,20X1iZ7DK1O1ybhqlmVrOk,spotify:track:20X1iZ7DK1O1ybhqlmVrOk,https://api.spotify.com/v1/tracks/20X1iZ7DK1O1ybhqlmVrOk,https://api.spotify.com/v1/audio-analysis/20X1iZ7DK1O1ybhqlmVrOk,339800.0,4.0
Goriye,,,,,,,,,,,,,,,,,,
Lobetrotter,0.695,0.534,6.0,-9.457,0.0,0.0409,0.0982,0.883,0.169,0.522,125.037,audio_features,54VwhVPLxzwmXKEbgCXzr2,spotify:track:54VwhVPLxzwmXKEbgCXzr2,https://api.spotify.com/v1/tracks/54VwhVPLxzwmXKEbgCXzr2,https://api.spotify.com/v1/audio-analysis/54VwhVPLxzwmXKEbgCXzr2,168756.0,4.0
Ram Mantra,,,,,,,,,,,,,,,,,,
Ghar,0.443,0.253,5.0,-13.369,1.0,0.0351,0.751,1.03e-06,0.129,0.201,147.996,audio_features,55rvf2D2rvO4rb632PAkJ4,spotify:track:55rvf2D2rvO4rb632PAkJ4,https://api.spotify.com/v1/tracks/55rvf2D2rvO4rb632PAkJ4,https://api.spotify.com/v1/audio-analysis/55rvf2D2rvO4rb632PAkJ4,512547.0,3.0
Chatoyant,0.118,0.151,2.0,-15.373,0.0,0.0386,0.751,0.895,0.323,0.0312,78.003,audio_features,7J7eI50rFFRHvyboSTyKsO,spotify:track:7J7eI50rFFRHvyboSTyKsO,https://api.spotify.com/v1/tracks/7J7eI50rFFRHvyboSTyKsO,https://api.spotify.com/v1/audio-analysis/7J7eI50rFFRHvyboSTyKsO,215337.0,4.0
Parallel Highway,0.405,0.806,2.0,-9.446,0.0,0.0281,0.00402,0.784,0.0662,0.442,96.002,audio_features,2A9ykxzjbc0uLg2lLl6Wgz,spotify:track:2A9ykxzjbc0uLg2lLl6Wgz,https://api.spotify.com/v1/tracks/2A9ykxzjbc0uLg2lLl6Wgz,https://api.spotify.com/v1/audio-analysis/2A9ykxzjbc0uLg2lLl6Wgz,236000.0,4.0
oh! the view,0.438,0.0751,5.0,-17.726,1.0,0.0322,0.987,0.91,0.104,0.0694,62.055,audio_features,09LGPIStoVjhEWYV5PG9M6,spotify:track:09LGPIStoVjhEWYV5PG9M6,https://api.spotify.com/v1/tracks/09LGPIStoVjhEWYV5PG9M6,https://api.spotify.com/v1/audio-analysis/09LGPIStoVjhEWYV5PG9M6,161614.0,4.0
Mehram,0.366,0.12,1.0,-15.475,1.0,0.0344,0.895,0.00191,0.113,0.0637,129.95,audio_features,2oi55VmillH7At5wHVNFbE,spotify:track:2oi55VmillH7At5wHVNFbE,https://api.spotify.com/v1/tracks/2oi55VmillH7At5wHVNFbE,https://api.spotify.com/v1/audio-analysis/2oi55VmillH7At5wHVNFbE,338973.0,4.0
Best Time,,,,,,,,,,,,,,,,,,
Wo Noor,0.761,0.554,1.0,-8.119,0.0,0.0854,0.193,0.00844,0.0802,0.555,92.52,audio_features,32FVH23yFXr8Z0sfjRw4It,spotify:track:32FVH23yFXr8Z0sfjRw4It,https://api.spotify.com/v1/tracks/32FVH23yFXr8Z0sfjRw4It,https://api.spotify.com/v1/audio-analysis/32FVH23yFXr8Z0sfjRw4It,199420.0,4.0
Akhiyan Ch Tu Vasda,0.696,0.702,11.0,-6.037,1.0,0.0434,0.847,0.192,0.197,0.451,147.989,audio_features,1mTxFIhG4fUHtbMuagEM6z,spotify:track:1mTxFIhG4fUHtbMuagEM6z,https://api.spotify.com/v1/tracks/1mTxFIhG4fUHtbMuagEM6z,https://api.spotify.com/v1/audio-analysis/1mTxFIhG4fUHtbMuagEM6z,233513.0,4.0
I Believe,0.658,0.714,6.0,-4.84,1.0,0.18,0.00458,0.00725,0.0914,0.829,97.104,audio_features,10zzmoWQkfiUfZRBDS88i9,spotify:track:10zzmoWQkfiUfZRBDS88i9,https://api.spotify.com/v1/tracks/10zzmoWQkfiUfZRBDS88i9,https://api.spotify.com/v1/audio-analysis/10zzmoWQkfiUfZRBDS88i9,196280.0,4.0
I Just Wish That,0.561,0.196,0.0,-13.014,1.0,0.0363,0.813,0.00593,0.0801,0.135,139.889,audio_features,5IJG4G9UTdHxkiY1GyM0KS,spotify:track:5IJG4G9UTdHxkiY1GyM0KS,https://api.spotify.com/v1/tracks/5IJG4G9UTdHxkiY1GyM0KS,https://api.spotify.com/v1/audio-analysis/5IJG4G9UTdHxkiY1GyM0KS,204000.0,3.0
Aarzoo,0.464,0.542,2.0,-11.126,1.0,0.038,0.646,0.761,0.268,0.696,126.487,audio_features,6E1xdTd2tWqjBLhSbnxuYk,spotify:track:6E1xdTd2tWqjBLhSbnxuYk,https://api.spotify.com/v1/tracks/6E1xdTd2tWqjBLhSbnxuYk,https://api.spotify.com/v1/audio-analysis/6E1xdTd2tWqjBLhSbnxuYk,433413.0,3.0
Vajra,,,,,,,,,,,,,,,,,,
Find the Others,0.427,0.351,0.0,-10.623,1.0,0.0307,0.538,0.00335,0.0799,0.0767,134.219,audio_features,53ZeNZvh92g8YAkJskQlJ1,spotify:track:53ZeNZvh92g8YAkJskQlJ1,https://api.spotify.com/v1/tracks/53ZeNZvh92g8YAkJskQlJ1,https://api.spotify.com/v1/audio-analysis/53ZeNZvh92g8YAkJskQlJ1,214840.0,4.0
Yoruba,,,,,,,,,,,,,,,,,,
When I See You,0.821,0.544,6.0,-5.708,1.0,0.0367,0.43,0.0,0.0827,0.724,110.082,audio_features,2W2FC5WJWXSFjAWO8gfPTL,spotify:track:2W2FC5WJWXSFjAWO8gfPTL,https://api.spotify.com/v1/tracks/2W2FC5WJWXSFjAWO8gfPTL,https://api.spotify.com/v1/audio-analysis/2W2FC5WJWXSFjAWO8gfPTL,72000.0,4.0
Disfrutando - Commoner Remix,0.749,0.789,2.0,-12.238,1.0,0.127,0.229,0.581,0.187,0.459,120.987,audio_features,1Ieyk1sYCbqfVGYNSNClzv,spotify:track:1Ieyk1sYCbqfVGYNSNClzv,https://api.spotify.com/v1/tracks/1Ieyk1sYCbqfVGYNSNClzv,https://api.spotify.com/v1/audio-analysis/1Ieyk1sYCbqfVGYNSNClzv,390263.0,4.0
Akkurum,0.497,0.514,4.0,-14.551,0.0,0.0347,0.122,0.895,0.0506,0.433,163.996,audio_features,028K6wLcC14CW0uwwCRReG,spotify:track:028K6wLcC14CW0uwwCRReG,https://api.spotify.com/v1/tracks/028K6wLcC14CW0uwwCRReG,https://api.spotify.com/v1/audio-analysis/028K6wLcC14CW0uwwCRReG,437561.0,4.0
Khoya Sa,0.716,0.5,11.0,-8.633,0.0,0.0503,0.158,0.00132,0.0805,0.534,123.86,audio_features,2HCNyR2iqRKwfdh1fA0pDN,spotify:track:2HCNyR2iqRKwfdh1fA0pDN,https://api.spotify.com/v1/tracks/2HCNyR2iqRKwfdh1fA0pDN,https://api.spotify.com/v1/audio-analysis/2HCNyR2iqRKwfdh1fA0pDN,199500.0,4.0
Father Ocean - Ben Böhmer Remix,0.609,0.74,2.0,-11.046,1.0,0.0342,0.396,0.749,0.113,0.0391,122.008,audio_features,4oWDaJpusSH1lqIQQkEHsS,spotify:track:4oWDaJpusSH1lqIQQkEHsS,https://api.spotify.com/v1/tracks/4oWDaJpusSH1lqIQQkEHsS,https://api.spotify.com/v1/audio-analysis/4oWDaJpusSH1lqIQQkEHsS,318675.0,4.0
To The Grave,0.339,0.951,2.0,-5.424,1.0,0.14,0.00132,0.461,0.275,0.475,197.75,audio_features,16itsMCWyAoz1rOVbWQUXI,spotify:track:16itsMCWyAoz1rOVbWQUXI,https://api.spotify.com/v1/tracks/16itsMCWyAoz1rOVbWQUXI,https://api.spotify.com/v1/audio-analysis/16itsMCWyAoz1rOVbWQUXI,223661.0,4.0
RCS Is Golden - Original Mix,0.363,0.0721,1.0,-29.603,1.0,0.064,0.972,0.9,0.156,0.037,119.758,audio_features,2RvW35B00SiXdhxx4GwKSi,spotify:track:2RvW35B00SiXdhxx4GwKSi,https://api.spotify.com/v1/tracks/2RvW35B00SiXdhxx4GwKSi,https://api.spotify.com/v1/audio-analysis/2RvW35B00SiXdhxx4GwKSi,370000.0,4.0
This is not the end,,,,,,,,,,,,,,,,,,
I'll Tell You Someday - Live,0.33,0.625,4.0,-9.38,1.0,0.0388,0.0525,0.766,0.0948,0.215,140.027,audio_features,641i4oBnmr2ev0gHlWeoE8,spotify:track:641i4oBnmr2ev0gHlWeoE8,https://api.spotify.com/v1/tracks/641i4oBnmr2ev0gHlWeoE8,https://api.spotify.com/v1/audio-analysis/641i4oBnmr2ev0gHlWeoE8,254357.0,3.0
Walk In Beauty,,,,,,,,,,,,,,,,,,
How Could I Forget You?,0.786,0.546,1.0,-12.104,1.0,0.121,0.0117,0.9,0.174,0.236,115.022,audio_features,3ubPpI4oqda13u8g597S3P,spotify:track:3ubPpI4oqda13u8g597S3P,https://api.spotify.com/v1/tracks/3ubPpI4oqda13u8g597S3P,https://api.spotify.com/v1/audio-analysis/3ubPpI4oqda13u8g597S3P,434087.0,4.0
Nadia,0.361,0.716,1.0,-8.485,1.0,0.0512,0.0367,0.626,0.0966,0.19,164.152,audio_features,3MA0KXICplixJO2kqyp5Fr,spotify:track:3MA0KXICplixJO2kqyp5Fr,https://api.spotify.com/v1/tracks/3MA0KXICplixJO2kqyp5Fr,https://api.spotify.com/v1/audio-analysis/3MA0KXICplixJO2kqyp5Fr,230827.0,4.0
O Dia - Lab's Cloud Syncopa Remix,0.625,0.732,1.0,-10.216,0.0,0.0358,0.138,0.877,0.0768,0.0368,109.998,audio_features,2rMCnCx0QMwgp9gZDinxkO,spotify:track:2rMCnCx0QMwgp9gZDinxkO,https://api.spotify.com/v1/tracks/2rMCnCx0QMwgp9gZDinxkO,https://api.spotify.com/v1/audio-analysis/2rMCnCx0QMwgp9gZDinxkO,442909.0,4.0
Kya Mai Kya Tu,0.522,0.516,0.0,-8.646,1.0,0.0371,0.178,9.34e-05,0.104,0.188,149.865,audio_features,7yqIhzx4UMDtpcB1zkplIp,spotify:track:7yqIhzx4UMDtpcB1zkplIp,https://api.spotify.com/v1/tracks/7yqIhzx4UMDtpcB1zkplIp,https://api.spotify.com/v1/audio-analysis/7yqIhzx4UMDtpcB1zkplIp,211861.0,4.0
Schlafmittel,0.152,0.012,0.0,-34.256,1.0,0.0458,0.938,0.805,0.101,0.0939,68.978,audio_features,6AYzbLak1YhYu5litfcTdV,spotify:track:6AYzbLak1YhYu5litfcTdV,https://api.spotify.com/v1/tracks/6AYzbLak1YhYu5litfcTdV,https://api.spotify.com/v1/audio-analysis/6AYzbLak1YhYu5litfcTdV,168000.0,3.0
Rising Storm,0.0893,0.444,8.0,-16.527,1.0,0.0614,0.619,0.908,0.109,0.0334,86.602,audio_features,4dKSTpTGZ7Hn5skqK5yIyN,spotify:track:4dKSTpTGZ7Hn5skqK5yIyN,https://api.spotify.com/v1/tracks/4dKSTpTGZ7Hn5skqK5yIyN,https://api.spotify.com/v1/audio-analysis/4dKSTpTGZ7Hn5skqK5yIyN,55808.0,5.0
Woop Baby,0.659,0.59,11.0,-9.588,1.0,0.27,0.478,0.003,0.116,0.486,99.027,audio_features,5FWPdgtQACI6DPE2CBPUpm,spotify:track:5FWPdgtQACI6DPE2CBPUpm,https://api.spotify.com/v1/tracks/5FWPdgtQACI6DPE2CBPUpm,https://api.spotify.com/v1/audio-analysis/5FWPdgtQACI6DPE2CBPUpm,127731.0,4.0
Wind Of Change - Dmitriy's Piano Rework,0.597,0.118,10.0,-21.818,1.0,0.0354,0.966,0.94,0.111,0.112,111.94,audio_features,4DYQo7zwmcPpGshN8T6cbL,spotify:track:4DYQo7zwmcPpGshN8T6cbL,https://api.spotify.com/v1/tracks/4DYQo7zwmcPpGshN8T6cbL,https://api.spotify.com/v1/audio-analysis/4DYQo7zwmcPpGshN8T6cbL,115375.0,4.0
"The Poet, Pt. I: Dusk",0.311,0.672,0.0,-7.62,1.0,0.0421,0.00224,0.138,0.214,0.2,120.01,audio_features,4J6KbvxGtAw0k48DGonPEi,spotify:track:4J6KbvxGtAw0k48DGonPEi,https://api.spotify.com/v1/tracks/4J6KbvxGtAw0k48DGonPEi,https://api.spotify.com/v1/audio-analysis/4J6KbvxGtAw0k48DGonPEi,609954.0,4.0
Skies Of Reverence,0.143,0.0201,11.0,-37.118,0.0,0.0349,0.914,0.886,0.109,0.0394,140.555,audio_features,4lOpaYou6ZgcnCr9DlkvIo,spotify:track:4lOpaYou6ZgcnCr9DlkvIo,https://api.spotify.com/v1/tracks/4lOpaYou6ZgcnCr9DlkvIo,https://api.spotify.com/v1/audio-analysis/4lOpaYou6ZgcnCr9DlkvIo,198529.0,4.0
For the Oceans and the Trees,,,,,,,,,,,,,,,,,,
Generate - Radio Edit,0.603,0.826,11.0,-5.072,1.0,0.0274,0.00755,5.54e-05,0.119,0.598,127.026,audio_features,5LT8hO0Z9Y1nlCJ7nfuSJi,spotify:track:5LT8hO0Z9Y1nlCJ7nfuSJi,https://api.spotify.com/v1/tracks/5LT8hO0Z9Y1nlCJ7nfuSJi,https://api.spotify.com/v1/audio-analysis/5LT8hO0Z9Y1nlCJ7nfuSJi,165076.0,4.0
Mağara,0.736,0.572,9.0,-9.651,0.0,0.0286,0.514,0.787,0.343,0.27,112.985,audio_features,3HrMSVaQ2tebmeo4Pkc01y,spotify:track:3HrMSVaQ2tebmeo4Pkc01y,https://api.spotify.com/v1/tracks/3HrMSVaQ2tebmeo4Pkc01y,https://api.spotify.com/v1/audio-analysis/3HrMSVaQ2tebmeo4Pkc01y,289664.0,4.0
Mare Of Possibilities,0.721,0.613,7.0,-6.656,1.0,0.0349,0.0493,0.00557,0.266,0.57,93.989,audio_features,0XTwmYyvNbWsBmlXglIiRI,spotify:track:0XTwmYyvNbWsBmlXglIiRI,https://api.spotify.com/v1/tracks/0XTwmYyvNbWsBmlXglIiRI,https://api.spotify.com/v1/audio-analysis/0XTwmYyvNbWsBmlXglIiRI,205691.0,4.0
Simple Thing,0.418,0.48,4.0,-9.5,1.0,0.0859,0.787,0.0,0.222,0.756,90.805,audio_features,06CYOOFGTjvjul3zPl0uVK,spotify:track:06CYOOFGTjvjul3zPl0uVK,https://api.spotify.com/v1/tracks/06CYOOFGTjvjul3zPl0uVK,https://api.spotify.com/v1/audio-analysis/06CYOOFGTjvjul3zPl0uVK,153480.0,4.0
Mercy - Harri Agnel Remix,,,,,,,,,,,,,,,,,,
Windy Cove,0.561,0.64,5.0,-8.906,0.0,0.0376,0.917,0.911,0.516,0.542,120.075,audio_features,6jkFbiqtiIye4zElp2waVu,spotify:track:6jkFbiqtiIye4zElp2waVu,https://api.spotify.com/v1/tracks/6jkFbiqtiIye4zElp2waVu,https://api.spotify.com/v1/audio-analysis/6jkFbiqtiIye4zElp2waVu,60000.0,4.0
Stil,0.816,0.775,11.0,-3.323,1.0,0.234,0.16,0.00031,0.0543,0.527,93.431,audio_features,503OTo2dSqe7qk76rgsbep,spotify:track:503OTo2dSqe7qk76rgsbep,https://api.spotify.com/v1/tracks/503OTo2dSqe7qk76rgsbep,https://api.spotify.com/v1/audio-analysis/503OTo2dSqe7qk76rgsbep,270587.0,4.0
EASY PREY,0.555,0.735,0.0,-8.735,0.0,0.0392,0.0074,0.85,0.0983,0.32,138.031,audio_features,6WqO9gLZu212VEJcVFAYdo,spotify:track:6WqO9gLZu212VEJcVFAYdo,https://api.spotify.com/v1/tracks/6WqO9gLZu212VEJcVFAYdo,https://api.spotify.com/v1/audio-analysis/6WqO9gLZu212VEJcVFAYdo,266676.0,4.0
Shanti Bhavatu - Original Mix,0.668,0.332,2.0,-18.108,1.0,0.13,0.626,0.691,0.0906,0.0392,167.868,audio_features,0ct85gjnxKD99AOvs4tihb,spotify:track:0ct85gjnxKD99AOvs4tihb,https://api.spotify.com/v1/tracks/0ct85gjnxKD99AOvs4tihb,https://api.spotify.com/v1/audio-analysis/0ct85gjnxKD99AOvs4tihb,366000.0,4.0
Raqsā - Ali Termos Remix,0.691,0.641,5.0,-13.843,1.0,0.0342,0.0533,0.736,0.0736,0.187,97.004,audio_features,05sWvxaH2Pg3ttiRoBlGEd,spotify:track:05sWvxaH2Pg3ttiRoBlGEd,https://api.spotify.com/v1/tracks/05sWvxaH2Pg3ttiRoBlGEd,https://api.spotify.com/v1/audio-analysis/05sWvxaH2Pg3ttiRoBlGEd,368679.0,4.0
Your Love,0.669,0.784,7.0,-5.603,1.0,0.112,0.194,6.28e-06,0.115,0.517,125.993,audio_features,5YaskwnGDZFDRipaqzbwQx,spotify:track:5YaskwnGDZFDRipaqzbwQx,https://api.spotify.com/v1/tracks/5YaskwnGDZFDRipaqzbwQx,https://api.spotify.com/v1/audio-analysis/5YaskwnGDZFDRipaqzbwQx,150053.0,4.0
Eshtebah,0.562,0.583,1.0,-7.326,0.0,0.03,0.0665,0.0,0.136,0.148,140.019,audio_features,5UxZdIX8UtB1J4pVPNd5pa,spotify:track:5UxZdIX8UtB1J4pVPNd5pa,https://api.spotify.com/v1/tracks/5UxZdIX8UtB1J4pVPNd5pa,https://api.spotify.com/v1/audio-analysis/5UxZdIX8UtB1J4pVPNd5pa,272387.0,4.0
Metanoia,0.562,0.682,0.0,-7.927,1.0,0.0975,0.038,0.0557,0.388,0.615,72.131,audio_features,2WQ5Yxn5F9yhmk20brtQQY,spotify:track:2WQ5Yxn5F9yhmk20brtQQY,https://api.spotify.com/v1/tracks/2WQ5Yxn5F9yhmk20brtQQY,https://api.spotify.com/v1/audio-analysis/2WQ5Yxn5F9yhmk20brtQQY,163953.0,1.0
Show Me How to Live,0.433,0.854,9.0,-3.868,1.0,0.0483,0.000336,0.000177,0.162,0.368,89.4,audio_features,1Qdnvn4XlmZANCVy3XjrQo,spotify:track:1Qdnvn4XlmZANCVy3XjrQo,https://api.spotify.com/v1/tracks/1Qdnvn4XlmZANCVy3XjrQo,https://api.spotify.com/v1/audio-analysis/1Qdnvn4XlmZANCVy3XjrQo,277840.0,4.0
Aum (feat. Zen Baboon),,,,,,,,,,,,,,,,,,
Raag?,0.629,0.759,7.0,-9.388,1.0,0.0377,0.143,0.871,0.0911,0.864,95.004,audio_features,1dHxfvGPMrDCdp8h1mzTdO,spotify:track:1dHxfvGPMrDCdp8h1mzTdO,https://api.spotify.com/v1/tracks/1dHxfvGPMrDCdp8h1mzTdO,https://api.spotify.com/v1/audio-analysis/1dHxfvGPMrDCdp8h1mzTdO,262006.0,4.0
Sanskrit Morning,0.532,0.509,0.0,-12.748,1.0,0.0278,0.239,0.727,0.0836,0.536,173.985,audio_features,6Bj8VDFMFhrD3VwjxaGs2V,spotify:track:6Bj8VDFMFhrD3VwjxaGs2V,https://api.spotify.com/v1/tracks/6Bj8VDFMFhrD3VwjxaGs2V,https://api.spotify.com/v1/audio-analysis/6Bj8VDFMFhrD3VwjxaGs2V,162926.0,4.0
123yeahman,0.694,0.431,7.0,-19.447,1.0,0.0498,0.000163,0.867,0.118,0.453,127.027,audio_features,2Ym36X4uUD73LMcHfkmziw,spotify:track:2Ym36X4uUD73LMcHfkmziw,https://api.spotify.com/v1/tracks/2Ym36X4uUD73LMcHfkmziw,https://api.spotify.com/v1/audio-analysis/2Ym36X4uUD73LMcHfkmziw,64000.0,4.0
It Don’t Matter - Spotify Singles,0.732,0.864,3.0,-5.94,0.0,0.0378,0.161,1.34e-05,0.367,0.568,118.032,audio_features,7ltLi7CG003USSGYsSba9s,spotify:track:7ltLi7CG003USSGYsSba9s,https://api.spotify.com/v1/tracks/7ltLi7CG003USSGYsSba9s,https://api.spotify.com/v1/audio-analysis/7ltLi7CG003USSGYsSba9s,173743.0,4.0
Remains,0.413,0.496,4.0,-10.916,0.0,0.0315,0.276,0.799,0.0918,0.0626,180.031,audio_features,56hMGRE4QOlgE0g2L6TfYX,spotify:track:56hMGRE4QOlgE0g2L6TfYX,https://api.spotify.com/v1/tracks/56hMGRE4QOlgE0g2L6TfYX,https://api.spotify.com/v1/audio-analysis/56hMGRE4QOlgE0g2L6TfYX,399987.0,4.0
No trumps.,,,,,,,,,,,,,,,,,,
Into The Deep Blue,0.651,0.462,11.0,-16.692,0.0,0.035,0.593,0.927,0.0989,0.083,103.997,audio_features,61fc9cJ3nY0E4X5hjTqq0J,spotify:track:61fc9cJ3nY0E4X5hjTqq0J,https://api.spotify.com/v1/tracks/61fc9cJ3nY0E4X5hjTqq0J,https://api.spotify.com/v1/audio-analysis/61fc9cJ3nY0E4X5hjTqq0J,515078.0,4.0
313434,0.593,0.796,1.0,-8.545,1.0,0.0389,0.63,0.558,0.366,0.619,123.002,audio_features,0wyaGinv2r82Ap8peIXOZz,spotify:track:0wyaGinv2r82Ap8peIXOZz,https://api.spotify.com/v1/tracks/0wyaGinv2r82Ap8peIXOZz,https://api.spotify.com/v1/audio-analysis/0wyaGinv2r82Ap8peIXOZz,286631.0,4.0
